,IsWinner,ProductId,TimeOfOfferChange,ConditionNotes,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours,ShipsFromCountry,ShipsFromState
334,0,6218388301361016498,2016-02-04T04:30:42.301Z,nan,1,0,119.61,96,1790,1788801474825896666,9.98,96,120,US,NY
336,0,6218388301361016498,2016-02-04T04:30:42.301Z,Duty free - Ships from USA,1,0,154.73,98,1446,1163115142515862290,0.0,24,48,US,CA
341,0,-5924928993300787167,2016-02-04T04:30:41.029Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,49.38,96,35270,6791568714796518563,0.0,96,120,CA,QC
342,0,-5924928993300787167,2016-02-04T04:30:41.029Z,nan,0,0,43.32,98,3293,4143506568603310959,13.09,96,120,US,NY
343,0,-5924928993300787167,2016-02-04T04:30:41.029Z,nan,1,0,53.54,96,1790,1788801474825896666,9.98,96,120,US,NY
344,0,-5924928993300787167,2016-02-04T04:30:41.029Z,nan,1,0,55.45,96,1790,1788801474825896666,9.98,96,120,US,NY
355,1,-7706242550220907785,2016-02-04T04:30:26.788Z,nan,1,0,227.99,92,132,471604448467074195,14.99,24,48,CA,ON
356,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Fast Shipping on Part Number: RBC24! And with all purchases a portion goes toward planting,0,0,291.1,98,63,-2850739555357681791,0.0,24,48,CA,ON
359,0,-7706242550220907785,2016-02-04T04:30:26.788Z,"We are selling brand new items only, Buy from a Canadian seller and avoid custom fees ! No",1,0,337.13,96,35264,6791568714796518563,0.0,96,120,CA,QC
360,0,-7706242550220907785,2016-02-04T04:30:26.788Z,nan,1,0,305.06,50,2,-8056919056629750389,45.0,24,48,US,TX
361,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Part Number: RBC24,1,0,331.27,95,4384,-2572277640783537773,37.26,24,48,CA,ON
362,0,-7706242550220907785,2016-02-04T04:30:26.788Z,nan,1,0,339.21,97,4513,622743086816758000,48.47,144,240,US,NJ
363,0,-7706242550220907785,2016-02-04T04:30:26.788Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,422.27,95,4078,-1789487307643024748,0.0,48,72,CA,ON
364,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,427.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
365,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Can not ship order to PO boxes or remote areas. RBC24,1,0,403.69,100,384,4987276067789979672,39.4,24,48,CA,ON
366,0,-7706242550220907785,2016-02-04T04:30:26.788Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,450.4,100,4601,5657218934756058127,0.0,24,48,CA,ON
368,0,-7706242550220907785,2016-02-04T04:30:26.788Z,nan,1,0,452.64,96,1790,1788801474825896666,9.98,96,120,US,NY
370,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,494.53,98,105,-4763225123075092614,14.99,24,48,CA,QC
371,0,-7706242550220907785,2016-02-04T04:30:26.788Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,495.57,94,337,2760162070632027753,14.99,24,48,CA,QC
372,0,-7706242550220907785,2016-02-04T04:30:26.788Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,503.89,96,7090,-373508113925093038,17.95,24,48,CA,ON
374,0,-7706242550220907785,2016-02-04T04:30:26.788Z,.,1,0,586.8,98,478,5452082314297826053,6.99,24,48,CA,ON
375,1,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,69.45,94,337,8586667904697145788,0.0,96,120,CA,BC
376,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,72.27,95,2283,8118683026995803963,9.33,144,240,CA,BC
377,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,0,0,69.04,98,3293,4143506568603310959,15.94,72,96,US,NY
378,0,-1507492867531081678,2016-02-04T04:30:42.953Z,"GST/HST Only, No PST. Part Number: PV375",1,0,75.99,95,4384,-2572277640783537773,12.75,24,48,CA,ON
379,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,0,0,80.92,92,1500,5477944942700666016,8.37,72,96,US,MI
380,0,-1507492867531081678,2016-02-04T04:30:42.953Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,89.54,96,35270,6791568714796518563,0.0,144,240,CA,QC
382,0,-1507492867531081678,2016-02-04T04:30:42.953Z,Can not ship order to PO boxes or remote areas. PV375,0,0,81.08,100,384,4987276067789979672,14.77,24,48,CA,ON
383,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,0,0,90.94,0,0,3016340757275842199,5.54,504,720,CA,ON
384,0,-1507492867531081678,2016-02-04T04:30:42.953Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,85.5,94,337,2760162070632027753,16.69,24,48,CA,QC
385,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,73.31,93,2521,-5016003493506265192,29.67,24,48,US,VA
387,0,-1507492867531081678,2016-02-04T04:30:42.953Z,Brand new and ready to ship from CANADA,1,0,95.91,96,7090,-373508113925093038,9.95,24,48,CA,ON
388,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,93.48,88,104,-6929604535619290101,12.42,96,120,US,KS
389,0,-1507492867531081678,2016-02-04T04:30:42.953Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,90.91,98,105,-4763225123075092614,16.69,24,48,CA,QC
390,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,98.22,96,1790,1788801474825896666,9.98,96,120,US,NY
391,0,-1507492867531081678,2016-02-04T04:30:42.953Z,nan,1,0,98.52,96,1790,1788801474825896666,9.98,96,120,US,NY
395,0,7049326277407521616,2016-02-04T04:30:31.163Z,nan,0,0,13.25,0,0,-1122893522056375455,16.34,24,48,US,PA
397,0,7049326277407521616,2016-02-04T04:30:31.163Z,nan,0,0,30.23,98,3293,4143506568603310959,13.09,48,72,US,NY
398,0,7049326277407521616,2016-02-04T04:30:31.163Z,Retail,1,0,30.34,99,174,5242004100909696287,13.98,144,240,US,CA
399,1,7049326277407521616,2016-02-04T04:30:31.163Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,45.02,96,35264,6791568714796518563,0.0,96,120,CA,QC
400,0,7049326277407521616,2016-02-04T04:30:31.163Z,"GST/HST Only, No PST. Part Mummber: GCS62",1,0,36.49,95,4384,-2572277640783537773,12.12,24,48,CA,ON
401,0,7049326277407521616,2016-02-04T04:30:31.163Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,45.93,96,7090,-373508113925093038,7.45,24,48,CA,ON
402,0,7049326277407521616,2016-02-04T04:30:31.163Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,47.03,95,4078,-1789487307643024748,8.83,48,72,CA,ON
405,0,7049326277407521616,2016-02-04T04:30:31.163Z,nan,1,0,34.17,93,2521,-5016003493506265192,26.18,24,48,US,VA
407,0,7049326277407521616,2016-02-04T04:30:31.163Z,nan,1,0,51.64,96,1790,1788801474825896666,9.98,96,120,US,NY
410,0,7049326277407521616,2016-02-04T04:30:31.163Z,nan,1,0,102.42,50,2,-7084126735194704117,8.12,24,48,US,CA
411,0,7049326277407521616,2016-02-04T04:30:31.163Z,Dispatched From USA.,1,0,80.25,96,184,-5514312832713552000,45.69,96,120,US,NY
412,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,0,0,34.08,98,3293,4143506568603310959,15.33,48,72,US,NY
413,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,0,0,41.27,92,1500,5477944942700666016,8.15,72,96,US,MI
414,1,7953704624526958183,2016-02-04T04:30:57.354Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,50.59,96,35270,6791568714796518563,0.0,96,120,CA,QC
415,0,7953704624526958183,2016-02-04T04:30:57.354Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,44.17,96,7090,-373508113925093038,7.45,24,48,CA,ON
416,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,0,0,48.27,93,629,8715827136220149312,4.89,72,96,US,NY
418,0,7953704624526958183,2016-02-04T04:30:57.354Z,Price includes duty and tax. Most orders shipped same day,0,0,55.25,98,1638,-4014565626861897564,0.0,24,48,US,NY
419,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,1,0,46.43,96,1790,1788801474825896666,9.98,96,120,US,NY
420,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,1,0,50.1,96,1790,1788801474825896666,9.98,96,120,US,NY
421,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,1,0,31.28,93,2521,-5016003493506265192,28.92,24,48,US,VA
422,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,1,0,49.36,95,102,8816000170579896640,11.27,96,120,US,KS
423,0,7953704624526958183,2016-02-04T04:30:57.354Z,nan,1,0,50.77,96,1790,1788801474825896666,9.98,96,120,US,NY
427,0,7953704624526958183,2016-02-04T04:30:57.354Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,54.17,95,4078,-1789487307643024748,9.21,96,120,CA,ON
434,0,-3676227966054374050,2016-02-04T04:30:46.845Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,225.76,96,35270,6791568714796518563,0.0,96,120,CA,QC
435,0,-3676227966054374050,2016-02-04T04:30:46.845Z,Part Number: RBC22,1,0,221.17,95,4384,-2572277640783537773,26.52,24,48,CA,ON
439,0,-3676227966054374050,2016-02-04T04:30:46.845Z,nan,1,0,230.44,97,4513,622743086816758000,40.03,144,240,US,NJ
440,0,-3676227966054374050,2016-02-04T04:30:46.845Z,nan,1,0,294.93,96,1790,1788801474825896666,9.98,96,120,US,NY
441,0,-3676227966054374050,2016-02-04T04:30:46.845Z,nan,1,0,306.72,93,2521,-5016003493506265192,105.69,24,48,US,VA
442,0,-3676227966054374050,2016-02-04T04:30:46.845Z,nan,1,0,413.33,96,1790,1788801474825896666,9.98,96,120,US,NY
445,0,6604188773671970200,2016-02-04T04:30:40.962Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,213.56,96,35270,6791568714796518563,0.0,96,120,CA,QC
446,0,6604188773671970200,2016-02-04T04:30:40.962Z,nan,0,0,216.32,0,0,6842152343633830255,5.54,48,72,US,CA
447,0,6604188773671970200,2016-02-04T04:30:40.962Z,nan,0,0,205.32,67,6,7285376523906179100,21.0,48,72,US,CA
448,0,6604188773671970200,2016-02-04T04:30:40.962Z,"GST/HST Only, No PST. Part Mummber: RBC53",1,0,202.23,95,4384,-2572277640783537773,27.15,24,48,CA,ON
449,0,6604188773671970200,2016-02-04T04:30:40.962Z,nan,0,0,235.74,0,1,-1130996029543279260,5.54,48,72,US,CA
454,0,6604188773671970200,2016-02-04T04:30:40.962Z,nan,1,0,179.71,93,2521,-5016003493506265192,109.18,24,48,US,VA
455,0,6604188773671970200,2016-02-04T04:30:40.962Z,Duty free - Ships from USA,1,0,293.09,98,1446,1163115142515862290,0.0,24,48,US,CA
457,0,6604188773671970200,2016-02-04T04:30:40.962Z,nan,1,0,311.21,96,1790,1788801474825896666,9.98,96,120,US,NY
459,0,-6883428587862493978,2016-02-04T04:30:43.854Z,nan,0,0,26.62,67,9,1929046423112965216,6.98,24,48,CA,AB
462,0,-6883428587862493978,2016-02-04T04:30:43.854Z,nan,0,0,24.56,97,217,-7970120380487528724,12.95,24,48,CA,QC
463,0,-6883428587862493978,2016-02-04T04:30:43.854Z,nan,0,0,28.36,98,3293,4143506568603310959,10.99,48,72,US,NY
464,0,-6883428587862493978,2016-02-04T04:30:43.854Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,39.55,96,35270,6791568714796518563,0.0,96,120,CA,QC
466,0,-6883428587862493978,2016-02-04T04:30:43.854Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,47.01,95,4078,-1789487307643024748,0.0,48,72,CA,ON
467,0,-6883428587862493978,2016-02-04T04:30:43.854Z,Fast shipping.,1,0,36.29,95,4384,-2572277640783537773,11.5,24,48,CA,ON
468,0,-6883428587862493978,2016-02-04T04:30:43.854Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,36.96,94,337,2760162070632027753,14.99,24,48,CA,QC
471,0,-6883428587862493978,2016-02-04T04:30:43.854Z,nan,1,0,43.48,96,1790,1788801474825896666,9.98,96,120,US,NY
473,0,-6883428587862493978,2016-02-04T04:30:43.854Z,nan,1,0,32.13,93,2521,-5016003493506265192,22.79,24,48,US,VA
476,0,-6883428587862493978,2016-02-04T04:30:43.854Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,42.93,98,105,-4763225123075092614,14.99,24,48,CA,QC
478,0,-6883428587862493978,2016-02-04T04:30:43.854Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,54.83,96,7090,-373508113925093038,9.95,24,48,CA,ON
479,1,-1400798615544511673,2016-02-04T04:31:03.364Z,nan,1,0,229.63,95,10182,7102261811958052132,8.65,96,120,CA,BC
481,0,-1400798615544511673,2016-02-04T04:31:03.364Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,272.05,95,4078,-1789487307643024748,0.0,48,72,CA,ON
482,0,-1400798615544511673,2016-02-04T04:31:03.364Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,275.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
483,0,-1400798615544511673,2016-02-04T04:31:03.364Z,Can not ship order to PO boxes or remote areas. PDU1230,0,0,265.03,100,384,4987276067789979672,20.39,24,48,CA,ON
484,0,-1400798615544511673,2016-02-04T04:31:03.364Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,294.85,100,4601,5657218934756058127,0.0,24,48,CA,ON
485,0,-1400798615544511673,2016-02-04T04:31:03.364Z,"GST/HST Only, No PST. Part Number: PDU1230",1,0,276.96,95,4385,-2572277640783537773,18.35,24,48,CA,ON
487,0,-1400798615544511673,2016-02-04T04:31:03.364Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,314.27,96,35270,6791568714796518563,0.0,96,120,CA,QC
488,0,-1400798615544511673,2016-02-04T04:31:03.364Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,312.84,98,105,-4763225123075092614,14.99,24,48,CA,QC
489,0,-1400798615544511673,2016-02-04T04:31:03.364Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,313.49,95,338,2760162070632027753,14.99,24,48,CA,QC
490,0,-1400798615544511673,2016-02-04T04:31:03.364Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,313.89,96,7090,-373508113925093038,17.95,24,48,CA,ON
493,0,-1400798615544511673,2016-02-04T04:31:03.364Z,nan,1,0,386.23,96,1790,1788801474825896666,9.98,96,120,US,NY
496,0,-1400798615544511673,2016-02-04T04:31:03.364Z,nan,0,0,399.75,50,2,-7084126735194704117,14.35,24,48,US,CA
499,0,6350880595717420786,2016-02-04T04:31:01.320Z,nan,0,0,23.19,67,9,1929046423112965216,6.98,24,48,CA,AB
500,0,6350880595717420786,2016-02-04T04:31:01.320Z,nan,1,0,26.58,95,10182,7102261811958052132,5.24,96,120,CA,BC
501,0,6350880595717420786,2016-02-04T04:31:01.320Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",0,0,33.77,96,35270,6791568714796518563,0.0,96,120,CA,QC
502,0,6350880595717420786,2016-02-04T04:31:01.320Z,Manufacturer Part Number: F8E550,0,0,28.15,95,4385,-2572277640783537773,11.49,24,48,CA,ON
504,0,6350880595717420786,2016-02-04T04:31:01.320Z,nan,0,0,35.72,60,5,9144783603601765253,5.54,24,48,US,FL
507,0,6350880595717420786,2016-02-04T04:31:01.320Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,27.72,95,338,2760162070632027753,16.69,24,48,CA,QC
511,0,6350880595717420786,2016-02-04T04:31:01.320Z,nan,0,0,38.78,96,1790,1788801474825896666,9.98,96,120,US,NY
512,0,6350880595717420786,2016-02-04T04:31:01.320Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,34.92,98,105,-4763225123075092614,16.69,24,48,CA,QC
514,0,6350880595717420786,2016-02-04T04:31:01.320Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,51.9,96,7090,-373508113925093038,9.95,24,48,CA,ON
516,0,6350880595717420786,2016-02-04T04:31:01.320Z,Duty free - Ships from USA,0,0,86.24,98,1446,1163115142515862290,0.0,24,48,US,CA
517,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,1,0,41.17,95,10182,7102261811958052132,5.66,96,120,CA,BC
519,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,1,0,59.31,95,2283,8118683026995803963,9.02,144,240,CA,BC
520,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,0,0,57.12,98,3293,4143506568603310959,14.11,48,72,US,NY
521,0,3791308451333947783,2016-02-04T04:31:05.777Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,77.39,96,35270,6791568714796518563,0.0,96,120,CA,QC
522,0,3791308451333947783,2016-02-04T04:31:05.777Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,82.04,95,4078,-1789487307643024748,0.0,48,72,CA,ON
523,0,3791308451333947783,2016-02-04T04:31:05.777Z,"GST/HST Only, No PST. Part Mummber: DVIDSMM30",1,0,74.56,95,4385,-2572277640783537773,12.34,24,48,CA,ON
526,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,1,0,61.03,93,2521,-5016003493506265192,27.43,24,48,US,VA
527,0,3791308451333947783,2016-02-04T04:31:05.777Z,.,1,0,85.19,98,478,5452082314297826053,6.99,24,48,CA,ON
528,0,3791308451333947783,2016-02-04T04:31:05.777Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,84.76,96,7090,-373508113925093038,9.95,24,48,CA,ON
529,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,1,0,84.77,96,1790,1788801474825896666,9.98,96,120,US,NY
530,0,3791308451333947783,2016-02-04T04:31:05.777Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,80.44,95,338,2760162070632027753,14.99,24,48,CA,QC
533,0,3791308451333947783,2016-02-04T04:31:05.777Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,85.54,98,105,-4763225123075092614,14.99,24,48,CA,QC
534,0,3791308451333947783,2016-02-04T04:31:05.777Z,nan,1,0,86.54,97,4513,622743086816758000,22.61,144,240,US,NJ
535,0,3791308451333947783,2016-02-04T04:31:05.777Z,Duty free - Ships from USA,1,0,136.42,98,1446,1163115142515862290,0.0,24,48,US,CA
538,0,971147481442599206,2016-02-04T04:31:09.715Z,nan,1,0,198.51,95,2283,8118683026995803963,12.69,144,240,CA,BC
539,0,971147481442599206,2016-02-04T04:31:09.715Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,238.14,96,35270,6791568714796518563,0.0,96,120,CA,QC
543,0,971147481442599206,2016-02-04T04:31:09.715Z,Fast shipping.,1,0,264.99,95,4385,-2572277640783537773,17.22,24,48,CA,ON
544,0,971147481442599206,2016-02-04T04:31:09.715Z,nan,1,0,309.09,96,1790,1788801474825896666,9.98,96,120,US,NY
545,0,971147481442599206,2016-02-04T04:31:09.715Z,nan,1,0,309.61,96,1790,1788801474825896666,9.98,96,120,US,NY
546,0,971147481442599206,2016-02-04T04:31:09.715Z,nan,1,0,311.61,50,2,-7084126735194704117,13.22,24,48,US,CA
550,0,971147481442599206,2016-02-04T04:31:09.715Z,Duty free - Ships from USA,1,0,677.87,98,1446,1163115142515862290,0.0,24,48,US,CA
552,0,7106195985037851238,2016-02-04T04:31:03.850Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,230.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
553,1,7106195985037851238,2016-02-04T04:31:03.850Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,240.19,95,4078,-1789487307643024748,0.0,48,72,CA,ON
554,0,7106195985037851238,2016-02-04T04:31:03.850Z,Can not ship order to PO boxes or remote areas. PDUNV,0,0,221.26,100,384,4987276067789979672,19.03,24,48,CA,ON
556,0,7106195985037851238,2016-02-04T04:31:03.850Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,249.8,100,4601,5657218934756058127,0.0,24,48,CA,ON
559,0,7106195985037851238,2016-02-04T04:31:03.850Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,265.46,96,35270,6791568714796518563,0.0,96,120,CA,QC
560,0,7106195985037851238,2016-02-04T04:31:03.850Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,259.78,98,105,-4763225123075092614,14.99,24,48,CA,QC
561,0,7106195985037851238,2016-02-04T04:31:03.850Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,260.33,95,338,2760162070632027753,14.99,24,48,CA,QC
562,0,7106195985037851238,2016-02-04T04:31:03.850Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,260.94,96,7090,-373508113925093038,17.95,24,48,CA,ON
563,0,7106195985037851238,2016-02-04T04:31:03.850Z,nan,1,0,233.29,93,2521,-5016003493506265192,53.1,24,48,US,VA
564,0,7106195985037851238,2016-02-04T04:31:03.850Z,"GST/HST Only, No PST. Part Number: PDUNV",1,0,271.99,95,4385,-2572277640783537773,16.99,24,48,CA,ON
